source_row,program,degree_confer_date,outcome_raw,outcome_report,known_outcome,positive_outcome,employer_raw,employer_report,role_raw,role_report,school_raw,school_report,degree_raw,degree_report,location_raw,state_raw,state_report,has_linkedin,has_li_lookup_date,has_survey_timestamp,has_interaction,has_doc_review_signal,cleanup_flags
2,MS,2025-09-01 00:00:00,Working,Working,True,True,Fidelity,Fidelity Investments,Associate Software Engineer,Associate Software Engineer,,,,,,"=RIGHT(T2,2)",,True,False,True,False,False,working_missing_state
3,MS,2025-09-01 00:00:00,Working,Working,True,True,Dell,Dell,Senior Software Engineer,Senior Software Engineer,,,,,,"=RIGHT(T3,2)",,True,True,True,False,False,working_missing_state
4,MS,2025-09-01 00:00:00,Working,Working,True,True,Datadog,Datadog,Customer Success Sales Engineer,Customer Success Sales Engineer,,,,,,"=RIGHT(T4,2)",,True,True,True,True,True,working_missing_state
5,MS,2025-09-01 00:00:00,Working,Working,True,True,Wells Fargo,Wells Fargo,Associate,Associate,,,,,,"=RIGHT(T5,2)",,True,True,True,False,False,working_missing_state
6,MS,2025-09-01 00:00:00,Working,Working,True,True,Oracle,Oracle,Senior Software Engineer,Senior Software Engineer,,,,,,"=RIGHT(T6,2)",,True,True,True,False,False,working_missing_state
7,MS,2025-09-01 00:00:00,Working,Working,True,True,Lassie,Lassie,Engineer,Engineer,,,,,"San Francisco, CA",CA,CA,True,True,True,True,False,
8,MS,2025-09-01 00:00:00,Working,Working,True,True,,,Product Manager,Product Manager,,,,,"Houston, TX",TX,TX,True,True,True,False,False,working_missing_employer
9,MS,2025-09-01 00:00:00,Working,Working,True,True,,,,,,,,,,"=RIGHT(T9,2)",,True,True,True,False,False,working_missing_employer;working_missing_role;working_missing_state
10,MS,2025-09-01 00:00:00,Working,Working,True,True,,,,,,,,,,"=RIGHT(T10,2)",,True,True,True,True,False,working_missing_employer;working_missing_role;working_missing_state
11,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T11,2)",,True,False,True,True,True,
12,MS,2026-01-01 00:00:00,Working,Working,True,True,JPMorgan Chase,JPMorgan Chase,Senior Applied AI/ML Associate,Senior Applied AI/ML Associate,,,,,,"=RIGHT(T12,2)",,True,False,True,False,False,working_missing_state
13,MS,2026-01-01 00:00:00,Working,Working,True,True,MITRE,MITRE,Cybersecurity Engineer,Cybersecurity Engineer,,,,,"Bedford, MA",MA,MA,True,False,True,True,False,
14,MS,2026-01-01 00:00:00,Working,Working,True,True,Amazon,Amazon,,,,,,,,"=RIGHT(T14,2)",,True,True,True,False,False,working_missing_role;working_missing_state
15,MS,2026-01-01 00:00:00,Working,Working,True,True,Zocdoc,Zocdoc,Search ML Intern,Search ML Intern,,,,,,"=RIGHT(T15,2)",,True,False,True,True,False,working_missing_state
16,MS,2026-01-01 00:00:00,Working,Working,True,True,Autodesk,Autodesk,Software Engineering Intern,Software Engineer Intern,,,,,,"=RIGHT(T16,2)",,True,False,True,True,True,working_missing_state
17,MS,2026-01-01 00:00:00,Working,Working,True,True,Scalable AI,Scalable AI,Software Engineer,Software Engineer,,,,,,"=RIGHT(T17,2)",,True,False,True,True,False,working_missing_state
18,MS,2026-01-01 00:00:00,Working,Working,True,True,Mercury Insurance,Mercury Insurance,ML / Data Science Rotational Program,ML / Data Science Rotational Program,,,,,"Boston, MA",MA,MA,True,True,True,True,True,
19,MS,2026-01-01 00:00:00,Working,Working,True,True,Oracle,Oracle,Software Engineer Intern,Software Engineer Intern,,,,,,"=RIGHT(T19,2)",,True,False,True,True,True,working_missing_state
20,Undergraduate,2026-01-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T20,2)",,True,True,True,False,False,
21,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,,,#N/A,,#N/A,,,True,True,False,True,False,
22,MS,2026-01-01 00:00:00,Working,Working,True,True,Neuberger Berman,Neuberger Berman,Sr. Cloud Developer & VP,Sr. Cloud Developer & VP,,,,,,"=RIGHT(T22,2)",,True,True,True,False,False,working_missing_state
23,MS,2026-01-01 00:00:00,Working,Working,True,True,Intuit,Intuit,Software Engineer,Software Engineer,,,,,,"=RIGHT(T23,2)",,True,True,True,True,False,working_missing_state
24,MS,2026-01-01 00:00:00,Working,Working,True,True,PivotX Advisors,PivotX Advisors,Software Engineer,Software Engineer,,,,,,"=RIGHT(T24,2)",,True,False,True,True,True,working_missing_state
25,MS,2026-01-01 00:00:00,Working,Working,True,True,IntusCare,IntusCare,,,,,,,,"=RIGHT(T25,2)",,True,True,True,False,False,working_missing_role;working_missing_state
26,MS,2026-01-01 00:00:00,Working,Working,True,True,Raytheon,Raytheon,,,,,,,,"=RIGHT(T26,2)",,True,False,True,True,True,working_missing_role;working_missing_state
27,MS,2026-01-01 00:00:00,Working,Working,True,True,IBM,IBM,Software Engineer,Software Engineer,,,,,,"=RIGHT(T27,2)",,True,False,True,False,False,working_missing_state
28,Undergraduate,2026-02-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,UMass Amherst Isenberg MSBA,UMass Amherst Isenberg MSBA,MSMS,MS,,"=RIGHT(T28,2)",,False,False,True,False,False,
29,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,UMass,UMass Amherst,,,,"=RIGHT(T29,2)",,False,False,True,False,False,
30,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,Apple,Apple,Software Engineer Intern,Software Engineer Intern,,,,,"Cupertino, CA",CA,CA,True,False,True,True,True,continuing_ed_missing_school
31,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,,,#N/A,,#N/A,,,True,True,False,True,True,
32,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,The University of Texas at Dallas,University of Texas at Dallas,,,,"=RIGHT(T32,2)",,False,False,True,True,True,
33,MS,2026-01-01 00:00:00,Working,Working,True,True,Department of Defense,Department Of Defense,Unknown,,,,,,,"=RIGHT(T33,2)",,True,True,True,False,False,working_missing_role;working_missing_state
34,Undergraduate,2026-05-01 00:00:00,Working,Working,True,True,Mass General Brigham,Mass General Brigham,IT Technician,IT Technician,,,,,"Boston, MA",MA,MA,True,False,True,True,False,
35,MS,2026-01-01 00:00:00,Working,Working,True,True,Verisk,Verisk,,,,,,,,"=RIGHT(T35,2)",,True,True,True,True,False,working_missing_role;working_missing_state
36,MS,2026-05-01 00:00:00,Working,Working,True,True,Teradyne,Teradyne,ML Engineer,ML Engineer,,,,,"Boston, MA",MA,MA,True,False,True,False,False,
37,MS,2026-01-01 00:00:00,Working,Working,True,True,Bitcoin Unlimited,Bitcoin Unlimited,Software Developer,Software Developer,,,,,,"=RIGHT(T37,2)",,True,False,True,True,False,working_missing_state
38,Undergraduate,2026-01-01 00:00:00,Working,Working,True,True,LinkedIn,LinkedIn,,,,,,,,"=RIGHT(T38,2)",,False,False,True,True,False,working_missing_role;working_missing_state
39,Undergraduate,2026-02-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,UMass Amherst,UMass Amherst,MSMS,MS,,"=RIGHT(T39,2)",,True,True,True,True,False,
40,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,UMass Amherst Isenberg MSBA,UMass Amherst Isenberg MSBA,MSMS,MS,,"=RIGHT(T40,2)",,False,False,True,False,False,
41,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,,,MSMS,MS,,"=RIGHT(T41,2)",,False,False,True,False,False,continuing_ed_missing_school
42,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,UMass Amherst,UMass Amherst,,,,"=RIGHT(T42,2)",,False,False,True,True,True,
43,Undergraduate,2026-02-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,,,,,,"=RIGHT(T43,2)",,False,False,True,True,False,continuing_ed_missing_school
44,MS,2026-01-01 00:00:00,Working,Working,True,True,Akamai,Akamai,Software Engineer,Software Engineer,,,,,San Jose,CA,CA,True,True,True,True,False,
45,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,,,,,,"=RIGHT(T45,2)",,False,False,True,False,False,continuing_ed_missing_school
46,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,UMass,UMass Amherst,MSMS,MS,,"=RIGHT(T46,2)",,False,False,True,True,False,
47,MS,2026-01-01 00:00:00,Working,Working,True,True,Google,Google,Machine Learning Engineer,Machine Learning Engineer,,,,,"Sunnyvale, CA",CA,CA,True,False,True,True,True,
48,MS,2026-01-01 00:00:00,Working,Working,True,True,Apple,Apple,Software Engineer - Cloud Storage,Software Engineer - Cloud Storage,,,,,"Cupertino, CA",CA,CA,True,True,True,True,True,
49,MS,2026-05-01 00:00:00,Working,Working,True,True,NVIDIA,NVIDIA,AI Solution Architect - Cloud,AI Solution Architect - Cloud,,,,,"Redmond, WA",WA,WA,True,True,True,True,True,
50,MS,2026-01-01 00:00:00,Working,Working,True,True,"Vorto, LLC","Vorto, LLC",Operations Manager,Operations Manager,,,,,Denver CO,CO,CO,True,False,True,False,False,
51,MS,2026-01-01 00:00:00,Working,Working,True,True,Chewy,Chewy,Software engineer,Software Engineer,,,,,"Boston, MA",MA,MA,True,True,True,False,True,
52,Undergraduate,2026-01-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T52,2)",,True,True,True,True,True,
53,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,University of North Carolina - Chapel Hill,University Of North Carolina - Chapel Hill,MSMS,MS,,"=RIGHT(T53,2)",,False,False,True,True,True,
54,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,UMass Amherst,UMass Amherst,MSMS,MS,,"=RIGHT(T54,2)",,False,False,True,True,True,
55,MS,2026-01-01 00:00:00,Working,Working,True,True,HPR (Hyannis Port Research),HPR (Hyannis Port Research),Software Engineer,Software Engineer,,,,,,MA,MA,True,True,True,False,False,
56,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,,,,,,"=RIGHT(T56,2)",,False,False,True,False,False,continuing_ed_missing_school
57,MS,2026-01-01 00:00:00,Working,Working,True,True,WHOOP,WHOOP,,,,,,,"Boston, MA",MA,MA,True,False,True,True,False,working_missing_role
58,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,Northeastern MS CS,Northeastern University,MSMS,MS,,"=RIGHT(T58,2)",,True,False,True,False,False,
59,Undergraduate,2026-01-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T59,2)",,True,True,True,False,False,
60,MS,2026-01-01 00:00:00,Not seeking,Not Seeking,True,False,,,,,,,,,,"=RIGHT(T60,2)",,False,True,True,False,False,
61,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T61,2)",,True,True,True,False,False,
62,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T62,2)",,True,True,True,True,True,
63,MS,2026-01-01 00:00:00,Working,Working,True,True,Cotiviti,Cotiviti,GenAI Scientist,GenAI Scientist,,,,,IL or MA,MA,MA,True,False,True,True,True,
64,MS,2026-01-01 00:00:00,Working,Working,True,True,Insulet,Insulet,Software QA,Software QA,,,,,"Boston, MA",MA,MA,True,True,True,True,True,
65,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T65,2)",,True,False,True,True,True,
66,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T66,2)",,True,False,True,False,False,
67,Undergraduate,2026-01-01 00:00:00,Working,Working,True,True,Newbury Residential Inc.,Newbury Residential Inc.,Software Engineer,Software Engineer,,,,,,"=RIGHT(T67,2)",,True,True,True,True,True,working_missing_state
68,MS,2026-01-01 00:00:00,Working,Working,True,True,Geico,Geico,Pricing Analyst,Pricing Analyst,,,,,"Bethesda, MD",MD,MD,True,False,True,True,False,
69,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T69,2)",,True,False,True,True,True,
70,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T70,2)",,True,False,True,True,False,
71,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T71,2)",,True,False,True,True,False,
72,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T72,2)",,True,True,True,True,False,
73,Undergraduate,2025-09-01 00:00:00,Working,Working,True,True,pfizer,Pfizer,Data Analyst? Liz is filling this out,Data Analyst,,,,,Andover MA,MA,MA,False,True,True,False,False,
74,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,,,MSMS,MS,,"=RIGHT(T74,2)",,False,False,True,True,False,continuing_ed_missing_school
75,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,CICS,UMass Amherst,MSMS,MS,,"=RIGHT(T75,2)",,False,False,True,True,True,
76,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T76,2)",,True,False,True,True,False,
77,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,CICS,UMass Amherst,MSMS,MS,,"=RIGHT(T77,2)",,False,False,True,True,False,
78,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,CICS,UMass Amherst,MSMS,MS,,"=RIGHT(T78,2)",,False,False,True,False,False,
79,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,CICS,UMass Amherst,MSMS,MS,,"=RIGHT(T79,2)",,False,False,True,True,True,
80,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T80,2)",,True,False,True,True,False,
81,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,#N/A,,#N/A,,,,#N/A,,#N/A,,,True,False,False,True,True,
82,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,,,,,,"=RIGHT(T82,2)",,True,False,True,False,False,continuing_ed_missing_school
83,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,,,,,,"=RIGHT(T83,2)",,False,False,True,False,False,continuing_ed_missing_school
84,Undergraduate,2026-01-01 00:00:00,Working,Working,True,True,Orthopaedic Surgical Associates,Orthopaedic Surgical Associates,Physical Therapy Technician,Physical Therapy Technician,,,,,,"=RIGHT(T84,2)",,False,False,True,True,True,working_missing_state
85,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,,,,,,"=RIGHT(T85,2)",,False,False,True,False,False,continuing_ed_missing_school
86,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,,,#N/A,,#N/A,,,True,True,False,True,True,
87,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T87,2)",,True,False,True,False,True,
88,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T88,2)",,True,False,True,True,True,
89,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,,,MSMS,MS,,"=RIGHT(T89,2)",,False,False,True,True,True,continuing_ed_missing_school
90,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,,,,,,"=RIGHT(T90,2)",,False,False,True,True,True,continuing_ed_missing_school
91,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,UMass Amherst,UMass Amherst,MSMS,MS,,"=RIGHT(T91,2)",,False,False,True,True,True,
92,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,,,#N/A,,#N/A,,,True,True,False,False,False,
93,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T93,2)",,True,False,True,True,True,
94,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T94,2)",,True,False,True,False,False,
95,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T95,2)",,False,True,True,False,False,
96,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T96,2)",,True,False,True,True,True,
97,Undergraduate,2026-01-01 00:00:00,Working,Working,True,True,HealMint AI,HealMint AI,Full Stack Software Engineer,Full Stack Software Engineer,,,,,"Mountain View, CA",CA,CA,False,False,True,True,True,
98,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T98,2)",,True,False,True,True,False,
99,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T99,2)",,True,False,True,False,False,
100,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,,,#N/A,,#N/A,,,True,True,False,False,False,
101,Undergraduate,2026-02-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,UMass Amherst,UMass Amherst,MSMS,MS,,"=RIGHT(T101,2)",,True,False,True,True,False,
102,Undergraduate,2026-02-01 00:00:00,Working,Working,True,True,Variantyx,Variantyx,IT Service Desk Technician,IT Service Desk Technician,,,,,"Framingham, MA",MA,MA,True,False,True,True,False,
103,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,,,#N/A,,#N/A,,,True,True,False,True,False,
104,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,,,#N/A,,#N/A,,,True,True,False,False,True,
105,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T105,2)",,False,False,True,False,False,
106,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,,,MSMS,MS,,"=RIGHT(T106,2)",,True,True,True,False,False,continuing_ed_missing_school
107,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,,,#N/A,,#N/A,,,True,True,False,True,False,
108,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,Masters in Business Analytics,Masters In Business Analytics,MSMS,MS,,"=RIGHT(T108,2)",,True,True,True,False,False,
109,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,,,#N/A,,#N/A,,,True,True,False,False,False,
110,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,ME,ME,True,True,True,False,False,
111,Undergraduate,2026-05-01 00:00:00,Working,Working,True,True,Liberty Mutual,Liberty Mutual,Software Engineer,Software Engineer,,,,,,"=RIGHT(T111,2)",,True,False,True,True,False,working_missing_state
112,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,#N/A,,#N/A,,,,#N/A,,#N/A,,,True,True,False,True,True,
113,Undergraduate,2025-09-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,,,#N/A,,#N/A,,,False,True,False,False,False,
114,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,,,MSMS,MS,,"=RIGHT(T114,2)",,True,True,True,True,False,continuing_ed_missing_school
115,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,,,MSMS,MS,,"=RIGHT(T115,2)",,True,True,True,True,False,continuing_ed_missing_school
116,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T116,2)",,False,False,True,True,True,
117,Undergraduate,2026-01-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,,,#N/A,,#N/A,,,True,True,False,False,False,
118,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T118,2)",,False,False,True,True,False,
119,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T119,2)",,False,False,True,False,False,
120,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,,,MSMS,MS,,"=RIGHT(T120,2)",,True,True,True,True,False,continuing_ed_missing_school
121,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,#N/A,,#N/A,,,,#N/A,,#N/A,,,True,False,False,True,True,
122,Undergraduate,2026-01-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,,,#N/A,,#N/A,,,True,True,False,True,True,
123,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T123,2)",,False,False,True,True,True,
124,MS,2026-01-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,,,,,#N/A,,,True,False,False,False,False,
125,MS,2026-01-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,,,,,#N/A,,,False,False,False,False,False,
126,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T126,2)",,False,False,True,True,False,
127,MS,2026-01-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,,,,,#N/A,,,True,True,False,False,False,
128,Undergraduate,2026-05-01 00:00:00,Working,Working,True,True,Capital One,Capital One,Software Engineer,Software Engineer,,,,,"New York, NY",NY,NY,True,True,True,False,False,
129,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,#N/A,,#N/A,,,,#N/A,,#N/A,,,True,True,False,True,True,
130,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,,,MSMS,MS,,"=RIGHT(T130,2)",,True,True,True,True,False,continuing_ed_missing_school
131,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T131,2)",,False,False,True,False,True,
132,MS,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,,,,,,"=RIGHT(T132,2)",,True,True,True,False,False,continuing_ed_missing_school
133,Undergraduate,2026-05-01 00:00:00,Working,Working,True,True,Trail of Bits,Trail Of Bits,"Security Engineer, Research","Security Engineer, Research",,,,,,"=RIGHT(T133,2)",,True,True,True,False,False,working_missing_state
134,PhD,2026-01-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,,,,,#N/A,,,True,True,False,False,False,
135,MS,2026-01-01 00:00:00,Working,Working,True,True,Persistent Systems,Persistent Systems,Senior Software Engineer,Senior Software Engineer,,,,,"Minneapolis ,MN",MN,MN,True,False,True,True,True,
136,Undergraduate,2025-09-01 00:00:00,Working,Working,True,True,Capital One,Capital One,Software Engineer,Software Engineer,,,,,,"=RIGHT(T136,2)",,True,True,True,False,False,working_missing_state
137,PhD,2025-09-01 00:00:00,Working,Working,True,True,Princeton,Princeton,Postdoctoral researcher,Postdoctoral Researcher,,,,,,"=RIGHT(T137,2)",,True,True,True,False,False,working_missing_state
138,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T138,2)",,False,False,True,False,False,
139,Undergraduate,2025-09-01 00:00:00,Working,Working,True,True,New England Money Handling Systems Inc.,New England Money Handling Systems Inc.,Technical Support Associate,Technical Support Associate,,,,,"Hopkinton, MA",MA,MA,True,True,True,False,False,
140,PhD,2025-09-01 00:00:00,Working,Working,True,True,Foundation EGI,Foundation EGI,Research Engineer,Research Engineer,,,,,,"=RIGHT(T140,2)",,True,False,True,False,False,working_missing_state
141,Undergraduate,2025-09-01 00:00:00,Working,Working,True,True,Fidelity,Fidelity Investments,Financial Customer Associate,Financial Customer Associate,,,,,,"=RIGHT(T141,2)",,True,False,True,False,False,working_missing_state
142,Undergraduate,2025-09-01 00:00:00,Working,Working,True,True,,,,,,,,,,"=RIGHT(T142,2)",,True,True,True,False,False,working_missing_employer;working_missing_role;working_missing_state
143,MS,2026-01-01 00:00:00,Working,Working,True,True,Loman AI,Loman AI,Software Engineer,Software Engineer,,,,,Austin,TX,TX,True,True,True,True,False,
144,Undergraduate,2025-09-01 00:00:00,Working,Working,True,True,,,,,,,,,,"=RIGHT(T144,2)",,True,True,True,True,False,working_missing_employer;working_missing_role;working_missing_state
145,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T145,2)",,False,False,True,True,True,
146,Undergraduate,2025-09-01 00:00:00,Working,Working,True,True,,,,,,,,,,"=RIGHT(T146,2)",,True,True,True,False,False,working_missing_employer;working_missing_role;working_missing_state
147,Undergraduate,2025-09-01 00:00:00,Working,Working,True,True,United States Air Force,United States Air Force,Full Stack Developer,Full Stack Developer,,,,,,"=RIGHT(T147,2)",,True,False,True,True,False,working_missing_state
148,PhD,2025-09-01 00:00:00,Working,Working,True,True,Amazon,Amazon,Applied Scientist II,Applied Scientist II,,,,,,"=RIGHT(T148,2)",,True,False,True,True,True,working_missing_state
149,PhD,2025-09-01 00:00:00,Working,Working,True,True,Amazon,Amazon,Applied Scientist II,Applied Scientist II,,,,,,"=RIGHT(T149,2)",,True,False,True,False,False,working_missing_state
150,PhD,2025-09-01 00:00:00,Working,Working,True,True,Meta,Meta,Research Scientist,Research Scientist,,,,,,"=RIGHT(T150,2)",,True,False,True,True,False,working_missing_state
151,PhD,2025-09-01 00:00:00,Working,Working,True,True,Stripe,Stripe,Machine Learning Engineer,Machine Learning Engineer,,,,,,"=RIGHT(T151,2)",,True,False,True,False,False,working_missing_state
152,PhD,2025-09-01 00:00:00,Working,Working,True,True,Youngstown State University,Youngstown State University,Assistant Professor,Assistant Professor,,,,,,"=RIGHT(T152,2)",,True,False,True,False,False,working_missing_state
153,PhD,2025-09-01 00:00:00,Working,Working,True,True,,,,,,,,,,"=RIGHT(T153,2)",,True,True,True,False,False,working_missing_employer;working_missing_role;working_missing_state
154,Undergraduate,2025-09-01 00:00:00,Working,Working,True,True,Education Strategy Consulting (https://escmatrix.com/),Education Strategy Consulting (https://escmatrix.com/),Data Analyst,Data Analyst,,,,,"Newbury, MA",MA,MA,False,False,True,True,True,
155,MS,2026-01-01 00:00:00,Working,Working,True,True,Amazon,Amazon,Data Engineer,Data Engineer,,,,,"Seattle, WA",WA,WA,True,False,True,True,True,
156,Undergraduate,2025-09-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,Boston University,Boston University,MSMS,MS,,"=RIGHT(T156,2)",,True,True,True,True,True,
157,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T157,2)",,False,False,True,False,False,
158,Undergraduate,2025-09-01 00:00:00,Working,Working,True,True,UKG,UKG,Software Engineer,Software Engineer,,,,,"Lowell, MA",MA,MA,True,True,True,False,False,
159,PhD,2025-09-01 00:00:00,Working,Working,True,True,Stonehill College,Stonehill College,Assistant Professor,Assistant Professor,,,,,,"=RIGHT(T159,2)",,True,True,True,True,False,working_missing_state
160,PhD,2025-09-01 00:00:00,Working,Working,True,True,Meta,Meta,Research Scientist,Research Scientist,,,,,"Bellevue, WA",WA,WA,True,True,True,True,True,
161,Undergraduate,2025-09-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,Georgia Institute of Technology,Georgia Institute of Technology,MSMS,MS,,"=RIGHT(T161,2)",,True,True,True,True,True,
162,PhD,2025-09-01 00:00:00,Working,Working,True,True,Penn State University,Penn State University,Postdoctoral Scholar,Postdoctoral Scholar,,,,,,"=RIGHT(T162,2)",,True,True,True,False,False,working_missing_state
163,MS,2026-01-01 00:00:00,Working,Working,True,True,Handshake,Handshake,AI Trainer & AI Coding Model Evaluator (Contract),AI Trainer & AI Coding Model Evaluator (Contract),,,,,,"=RIGHT(T163,2)",,True,True,True,True,True,working_missing_state
